-2.52E-15,-1.17E-15,0,-0.000109134,-0.000133743,-6.60E-02,1,6.36664E+17,1.53079E+16,7/5/18 10:49
0.00282177,-0.000644107,0,0.00797971,-0.00525894,-0.00272948,0.999951,6.36664E+17,1.53079E+16,7/5/18 10:49
0.00714611,-0.0012323,0,0.0143202,-0.00873336,-0.0104191,0.999805,6.36664E+17,1.53079E+16,7/5/18 10:49
0.0100337,-0.00406797,0,0.0210866,-0.0111264,-0.0182045,0.99955,6.36664E+17,1.53079E+16,7/5/18 10:49
0.0094034,-0.0117253,0,0.0284341,-0.0146247,-0.0261946,0.999145,6.36664E+17,1.53079E+16,7/5/18 10:49
0.00557636,-0.0182762,0,0.0363261,-0.0183145,-0.0239039,0.998886,6.36664E+17,1.53079E+16,7/5/18 10:49
8.38E-05,-0.0201184,0,0.046652,-0.0198511,-0.0196007,0.998522,6.36664E+17,1.53079E+16,7/5/18 10:49
0.00302597,-0.0143997,0,0.0536143,-0.0246178,-0.0251799,0.997941,6.36664E+17,1.53079E+16,7/5/18 10:49
0.0106156,-0.0063865,0,0.0605588,-0.0253293,-0.0168631,0.997701,6.36664E+17,1.53079E+16,7/5/18 10:49
0.0175911,0.00677194,0,0.0650584,-0.0238453,0.0038144,0.997589,6.36664E+17,1.53079E+16,7/5/18 10:49
0.0204198,0.0173456,0,0.061673,-0.0215145,0.0256448,0.997535,6.36664E+17,1.53079E+16,7/5/18 10:49
0.0223502,0.0314834,0,0.056905,-0.0191157,0.0445384,0.997202,6.36664E+17,1.53079E+16,7/5/18 10:49
0.0233195,0.048644,0,0.0591618,-0.0184485,0.0538548,0.996624,6.36664E+17,1.53079E+16,7/5/18 10:49
0.016427,0.115033,0,0.0650191,-0.0179509,0.046844,0.996622,6.36664E+17,1.53079E+16,7/5/18 10:49
0.00553913,0.16784,0,0.0661924,-0.0204071,0.0290147,0.997176,6.36664E+17,1.53079E+16,7/5/18 10:49
0.00136867,0.196652,0,0.0702911,-0.0206387,0.0191329,0.997129,6.36664E+17,1.53079E+16,7/5/18 10:49
-0.00162902,0.226132,0,0.0688837,-0.0214929,0.00700271,0.997369,6.36664E+17,1.53079E+16,7/5/18 10:49
-0.003522,0.256651,0,0.0650603,-0.0231372,-0.0112342,0.99755,6.36664E+17,1.53079E+16,7/5/18 10:49
-0.00384762,0.290201,0,0.0666539,-0.0256379,-0.0314737,0.99695,6.36664E+17,1.53079E+16,7/5/18 10:49
-0.00176731,0.326146,0,0.0687499,-0.027745,-0.0495293,0.996017,6.36664E+17,1.53079E+16,7/5/18 10:49
0.00250861,0.364652,0,0.0674817,-0.0300314,-0.0671915,0.995002,6.36664E+17,1.53079E+16,7/5/18 10:49
0.00830825,0.405457,0,0.0645665,-0.0313717,-0.0870734,0.993612,6.36664E+17,1.53079E+16,7/5/18 10:49
0.0154933,0.448744,0,0.0613508,-0.0339717,-0.106998,0.991783,6.36664E+17,1.53079E+16,7/5/18 10:49
0.0243142,0.494461,0,0.0621509,-0.0374801,-0.126655,0.989288,6.36664E+17,1.53079E+16,7/5/18 10:49
0.0358432,0.541527,0,0.0659752,-0.0404285,-0.146465,0.986185,6.36664E+17,1.53079E+16,7/5/18 10:49
0.0479309,0.589001,0,0.0644405,-0.0421313,-0.163627,0.983513,6.36664E+17,1.53079E+16,7/5/18 10:49
0.0603335,0.638234,0,0.0592987,-0.04325,-0.181625,0.980625,6.36664E+17,1.53079E+16,7/5/18 10:49
0.0724707,0.689553,0,0.0549083,-0.0442722,-0.204359,0.976352,6.36664E+17,1.53079E+16,7/5/18 10:49
0.085127,0.742214,0,0.0539669,-0.047202,-0.230198,0.970499,6.36664E+17,1.53079E+16,7/5/18 10:49
0.0996498,0.795989,0,0.0550433,-0.0510369,-0.254143,0.964249,6.36664E+17,1.53079E+16,7/5/18 10:49
0.116361,0.850679,0,0.0558332,-0.0540013,-0.273442,0.958747,6.36664E+17,1.53079E+16,7/5/18 10:49
