9.96E-16,6.04E-17,0,0.007556,0.00134571,0.0195853,0.999779,6.36664E+17,1.53079E+16,7/5/18 11:34
0.00391075,0.00106062,0,0.017021,-0.00179257,0.0405439,0.999031,6.36664E+17,1.53079E+16,7/5/18 11:34
0.0106994,0.00368453,0,0.0216493,-0.00476311,0.0625733,0.997794,6.36664E+17,1.53079E+16,7/5/18 11:34
0.0207764,0.00870562,0,0.0297775,-0.00601021,0.0827437,0.996108,6.36664E+17,1.53079E+16,7/5/18 11:34
0.0330788,0.0167903,0,0.03285,-0.0058024,0.0969556,0.99473,6.36664E+17,1.53079E+16,7/5/18 11:34
0.0474951,0.028116,0,0.0352811,-0.00620174,0.108083,0.993496,6.36664E+17,1.53079E+16,7/5/18 11:34
0.0619728,0.040187,0,0.037139,-0.00686208,0.117167,0.992394,6.36664E+17,1.53079E+16,7/5/18 11:34
0.100833,0.0774258,0,0.0393551,-0.0132478,0.124139,0.991396,6.36664E+17,1.53079E+16,7/5/18 11:34
0.102379,0.0836647,0,0.0358874,-0.0171439,0.138414,0.989575,6.36664E+17,1.53079E+16,7/5/18 11:34
0.101256,0.0865798,0,0.0397914,-0.0189535,0.150902,0.987566,6.36664E+17,1.53079E+16,7/5/18 11:34
0.101774,0.0886065,0,0.0356217,-0.0166319,0.159845,0.986359,6.36664E+17,1.53079E+16,7/5/18 11:34
0.113076,0.0820833,0,0.0361748,-0.0204238,0.14839,0.988056,6.36664E+17,1.53079E+16,7/5/18 11:34
0.128336,0.0753346,0,0.0404876,-0.0280715,0.147132,0.987889,6.36664E+17,1.53079E+16,7/5/18 11:34
0.13164,0.070923,0,0.0473067,-0.0327328,0.142561,0.988113,6.36664E+17,1.53079E+16,7/5/18 11:34
0.126861,0.0776815,0,0.0545227,-0.0375836,0.143424,0.987443,6.36664E+17,1.53079E+16,7/5/18 11:34
0.118959,0.0726645,0,0.0588007,-0.0396304,0.13594,0.988176,6.36664E+17,1.53079E+16,7/5/18 11:34
0.121832,0.0937174,0,0.058591,-0.0404429,0.131531,0.988752,6.36664E+17,1.53079E+16,7/5/18 11:34
0.197513,0.126518,0,0.0565513,-0.0418241,0.134235,0.98845,6.36664E+17,1.53079E+16,7/5/18 11:34
0.136903,0.025208,0,0.0577599,-0.0423332,0.125525,0.989503,6.36664E+17,1.53079E+16,7/5/18 11:34
0.124965,0.105021,0,0.0577468,-0.043471,0.134744,0.988241,6.36664E+17,1.53079E+16,7/5/18 11:34
0.13101,0.0939398,0,0.0705246,-0.0417867,0.15676,0.984229,6.36664E+17,1.53079E+16,7/5/18 11:34
0.13514,0.0873116,0,0.0772296,-0.0396365,0.175026,0.98073,6.36664E+17,1.53079E+16,7/5/18 11:34
