-2.49E-17,-5.95E-16,0,-0.000209158,3.19E-06,4.89E-05,1,6.36664E+17,1.53079E+16,43286.47179
0.00518501,0.00705343,0,0.00634836,-0.00899503,-0.000383363,0.999939,6.36664E+17,1.53079E+16,43286.4718
0.0158198,0.0254297,0,0.0117642,-0.0162101,-0.00299193,0.999795,6.36664E+17,1.53079E+16,43286.4718
0.0191166,0.0363624,0,0.00783711,-0.0151984,-0.0266885,0.999498,6.36664E+17,1.53079E+16,43286.4718
0.0192327,0.0419768,0,0.00524971,-0.0152507,-0.0540928,0.998406,6.36664E+17,1.53079E+16,43286.4718
0.0164451,0.0465132,0,0.00579656,-0.0183542,-0.089646,0.995788,6.36664E+17,1.53079E+16,43286.4718
0.0105951,0.0487551,0,0.00878184,-0.0229023,-0.124029,0.991975,6.36664E+17,1.53079E+16,43286.47181
0.00120289,0.0485924,0,0.00919929,-0.026092,-0.152307,0.987946,6.36664E+17,1.53079E+16,43286.47181
-0.0110391,0.0463856,0,0.00816003,-0.0277479,-0.17689,0.983806,6.36664E+17,1.53079E+16,43286.47181
-0.0262282,0.0425201,0,0.00660662,-0.0285593,-0.201317,0.979087,6.36664E+17,1.53079E+16,43286.47181
-0.0432014,0.0369209,0,0.00620011,-0.0311678,-0.224353,0.97399,6.36664E+17,1.53079E+16,43286.47181
-0.060824,0.0299878,0,0.00391362,-0.031417,-0.247062,0.968482,6.36664E+17,1.53079E+16,43286.47181
-0.0796326,0.0211114,0,5.15E-05,-0.0305408,-0.274212,0.961184,6.36664E+17,1.53079E+16,43286.47181
-0.0994447,0.0105346,0,-0.00181693,-0.0324602,-0.304341,0.952008,6.36664E+17,1.53079E+16,43286.47181
-0.119202,-0.00170196,0,-0.00216457,-0.0368996,-0.331665,0.942673,6.36664E+17,1.53079E+16,43286.47182
-0.138116,-0.0149574,0,-0.00149501,-0.0392005,-0.35363,0.934562,6.36664E+17,1.53079E+16,43286.47182
-0.155548,-0.0288999,0,-0.00209161,-0.0391339,-0.370656,0.927943,6.36664E+17,1.53079E+16,43286.47182
-0.170964,-0.0426668,0,-0.00461239,-0.0383749,-0.388687,0.920559,6.36664E+17,1.53079E+16,43286.47182
-0.184336,-0.0563907,0,-0.00808471,-0.0377123,-0.413757,0.90957,6.36664E+17,1.53079E+16,43286.47182
-0.197087,-0.0695225,0,-0.0101638,-0.0392024,-0.445164,0.894533,6.36664E+17,1.53079E+16,43286.47182
-0.209679,-0.0828314,0,-0.0100271,-0.0423198,-0.476356,0.878176,6.36664E+17,1.53079E+16,43286.47182
-0.222258,-0.0967901,0,-0.00947425,-0.045127,-0.504148,0.862386,6.36664E+17,1.53079E+16,43286.47182
